|name|printed|r|g|b|w|u
21189|Whippoorwill|1994-08-01|0|1|0|0|0
21190|Whipstitched Zombie|2000-06-05|0|0|1|0|0
21191|Whiptail Moloch|2006-05-05|1|0|0|0|0
21192|Whiptail Wurm|1999-07-01|0|1|0|0|0
21193|Whiptongue Frog|1998-06-15|0|0|0|0|1
21194|Whiptongue Hydra|2016-11-16|0|1|0|0|0
21195|Whir of Invention|2017-01-20|0|0|0|0|1
21196|Whirler Rogue|2015-07-17|0|0|0|0|1
21197|Whirler Virtuoso|2016-09-30|1|0|0|0|1
21198|Whirlermaker|2016-09-30|0|0|0|0|0
21199|Whirling Catapult|1996-06-10|0|0|0|0|0
21200|Whirling Dervish|1994-06-01|0|1|0|0|0
21201|Whirlpool Drake|2001-06-04|0|0|0|0|1
21202|Whirlpool Rider|2001-06-04|0|0|0|0|1
21203|Whirlpool Warrior|2001-06-04|0|0|0|0|1
21204|Whirlpool Whelm|2007-10-12|0|0|0|0|1
21205|Whirlwind|1998-10-12|0|1|0|0|0
21206|Whirlwind Adept|2014-09-26|0|0|0|0|1
21207|Whirlwind Denial|2020-01-24|0|0|0|0|1
21208|Whirlwind of Thought|2020-04-24|1|0|0|1|1
21209|Whisk Away|2015-01-17|0|0|0|0|1
21210|Whisper Agent|2018-11-09|0|0|1|0|1
21211|Whisper Squad|2020-04-24|0|0|1|0|0
21212|Whisper, Blood Liturgist|2018-04-27|0|0|1|0|0
21213|Whisperer of the Wilds|2015-01-17|0|1|0|0|0
21214|Whispergear Sneak|2014-06-06|0|0|0|0|0
21215|Whispering Madness|2013-01-26|0|0|1|0|1
21216|Whispering Shade|2001-10-01|0|0|1|0|0
21217|Whispering Snitch|2018-11-09|0|0|1|0|0
21218|Whispering Specter|2011-05-12|0|0|1|0|0
21219|Whispering Wizard|2021-11-19|0|0|0|0|1
21220|Whispers of Emrakul|2016-07-22|0|0|1|0|0
21221|Whispers of the Muse|1997-10-14|0|0|0|0|1
21222|Whispersilk Cloak|2004-02-06|0|0|0|0|0
21223|Whisperwood Elemental|2015-01-17|0|1|0|0|0
21224|White Knight|1993-08-05|0|0|0|1|0
21225|White Mana Battery|1994-06-01|0|0|0|0|0
21226|White Scarab|1995-06-03|0|0|0|1|0
21227|White Shield Crusader|2006-07-21|0|0|0|1|0
21228|White Sun's Zenith|2011-02-03|0|0|0|1|0
21229|White Ward|1993-08-05|0|0|0|1|0
21230|Whitemane Lion|2007-02-02|0|0|0|1|0
21231|Whiteout|1995-06-03|0|1|0|0|0
21232|Whitesun's Passage|2010-09-30|0|0|0|1|0
21233|Whitewater Naiads|2014-04-26|0|0|0|0|1
21234|Wicked Akuba|2004-10-01|0|0|1|0|0
21235|Wicked Guardian|2019-10-04|0|0|1|0|0
21236|Wicked Pact|1999-07-01|0|0|1|0|0
21237|Wicked Reward|1996-11-01|0|0|1|0|0
21238|Wicked Wolf|2019-10-04|0|1|0|0|0
21239|Wicker Warcrawler|2008-05-02|0|0|0|0|0
21240|Wickerbough Elder|2008-07-25|0|1|0|0|0
21241|Wickerwing Effigy|2021-12-09|0|0|0|0|0
21242|Widespread Brutality|2019-05-03|1|0|1|0|0
21243|Widespread Panic|2013-11-01|1|0|0|0|0
21244|Wielding the Green Dragon|1999-07-06|0|1|0|0|0
21245|Wight of Precinct Six|2013-01-26|0|0|1|0|0
21246|Wiitigo|1995-06-03|0|1|0|0|0
21247|Wild Aesthir|1996-06-10|0|0|0|1|0
21248|Wild Beastmaster|2012-10-05|0|1|0|0|0
21249|Wild Cantor|2006-02-03|1|1|0|0|0
21250|Wild Celebrants|2013-09-21|1|0|0|0|0
21251|Wild Ceratok|2018-11-09|0|1|0|0|0
21252|Wild Colos|1999-06-07|1|0|0|0|0
21253|Wild Defiance|2012-04-28|0|1|0|0|0
21254|Wild Dogs|1998-10-12|0|1|0|0|0
21255|Wild Elephant|1996-10-08|0|1|0|0|0
21256|Wild Endeavor|2021-07-23|0|1|0|0|0
21257|Wild Evocation|2010-07-15|1|0|0|0|0
21258|Wild Griffin|1998-06-24|0|0|0|1|0
21259|Wild Growth|1993-08-05|0|1|0|0|0
21260|Wild Guess|2012-07-12|1|0|0|0|0
21261|Wild Hunger|2012-01-28|0|1|0|0|0
21262|Wild Instincts|2015-07-17|0|1|0|0|0
21263|Wild Jhovall|1999-10-04|1|0|0|0|0
21264|Wild Leotau|2009-02-06|0|1|0|0|0
21265|Wild Mammoth|2000-02-14|0|1|0|0|0
21266|Wild Might|2000-06-05|0|1|0|0|0
21267|Wild Mongrel|2001-10-01|0|1|0|0|0
21268|Wild Nacatl|2008-10-03|0|1|0|0|0
21269|Wild Onslaught|2018-04-27|0|1|0|0|0
21270|Wild Ox|1998-06-24|0|1|0|0|0
21271|Wild Pair|2007-02-02|0|1|0|0|0
21272|Wild Research|2001-06-04|1|0|0|0|0
21273|Wild Ricochet|2007-10-12|1|0|0|0|0
21274|Wild Slash|2015-01-17|1|0|0|0|0
21275|Wild Swing|2008-05-02|1|0|0|0|0
21276|Wild Wanderer|2016-09-30|0|1|0|0|0
21277|Wild Wurm|1997-10-14|1|0|0|0|0
21278|Wild-Magic Sorcerer|2021-07-23|1|0|0|0|0
21279|Wildborn Preserver|2019-10-04|0|1|0|0|0
21280|Wildcall|2015-01-17|0|1|0|0|0
21281|Wilderness Elemental|2006-07-21|1|1|0|0|0
21282|Wilderness Hypnotist|2008-07-25|0|0|0|0|1
21283|Wilderness Reclamation|2019-01-25|0|1|0|0|0
21284|Wildest Dreams|2016-09-30|0|1|0|0|0
21285|Wildfield Borderpost|2009-04-30|0|1|0|1|0
21286|Wildfire|1998-06-24|1|0|0|0|0
21287|Wildfire Cerberus|2014-04-26|1|0|0|0|0
21288|Wildfire Devils|2019-08-23|1|0|0|0|0
21289|Wildfire Elemental|2019-07-12|1|0|0|0|0
21290|Wildfire Emissary|1996-10-08|1|0|0|0|0
21291|Wildfire Eternal|2017-07-14|1|0|0|0|0
21292|Wildgrowth Walker|2017-09-29|0|1|0|0|0
21293|Wildheart Invoker|2010-04-23|0|1|0|0|0
21294|Wildsize|2006-02-03|0|1|0|0|0
21295|Wildslayer Elves|2008-05-02|0|1|0|0|0
21296|Wildwood Geist|2012-04-28|0|1|0|0|0
21297|Wildwood Patrol|2020-07-03|0|1|0|0|0
21298|Wildwood Rebirth|2013-01-26|0|1|0|0|0
21299|Wildwood Scourge|2020-07-03|0|1|0|0|0
21300|Wildwood Tracker|2019-10-04|0|1|0|0|0
21301|Wilhelt, the Rotcleaver|2021-09-24|0|0|1|0|1
21302|Will of the All-Hunter|2020-04-24|0|0|0|1|0
21303|Will of the Naga|2015-01-17|0|0|0|0|1
21304|Will the Wise|2019-12-02|0|0|1|1|0
21305|Will-Forged Golem|2014-07-12|0|0|0|0|0
21306|Will-o'-the-Wisp|1993-08-05|0|0|1|0|0
21307|Willbender|2008-11-07|0|0|0|0|1
21308|Willbreaker|2015-07-17|0|0|0|0|1
21309|Willow Elf|1999-07-01|0|1|0|0|0
21310|Willow Faerie|1995-10-01|0|1|0|0|0
21311|Willow Geist|2022-01-28|0|1|0|0|0
21312|Willow Priestess|1995-10-01|0|1|0|0|0
21313|Willow Satyr|1994-06-01|0|1|0|0|0
21314|Wilt|2020-04-24|0|1|0|0|0
21315|Wilt-Leaf Cavaliers|2008-05-02|0|1|0|1|0
21316|Wilt-Leaf Liege|2008-05-02|0|1|0|1|0
21317|Wily Bandar|2016-09-30|0|1|0|0|0
21318|Wily Goblin|2017-09-29|1|0|0|0|0
21319|Wind Dancer|1997-10-14|0|0|0|0|1
21320|Wind Drake|1997-10-14|0|0|0|0|1
21321|Wind Sail|1998-06-24|0|0|0|0|1
21322|Wind Shear|1997-02-03|0|1|0|0|0
21323|Wind Spirit|1995-06-03|0|0|0|0|1
21324|Wind Strider|2017-09-29|0|0|0|0|1
21325|Wind Zendikon|2010-02-05|0|0|0|0|1
21326|Wind-Kin Raiders|2017-01-20|0|0|0|0|1
21327|Wind-Scarred Crag|2014-09-26|0|0|0|0|0
21328|Windborn Muse|2007-07-13|0|0|0|1|0
21329|Windborne Charge|2009-10-02|0|0|0|1|0
21330|Windbrisk Heights|2007-10-12|0|0|0|0|0
21331|Windbrisk Raptor|2008-05-02|0|0|0|1|0
21332|Windcaller Aven|2019-06-05|0|0|0|0|1
21333|Windfall|1998-10-12|0|0|0|0|1
21334|Windgrace Acolyte|2018-04-27|0|0|1|0|0
21335|Windgrace's Judgment|2016-11-16|0|1|1|0|0
21336|Winding Canyons|1997-06-09|0|0|0|0|0
21337|Winding Constrictor|2017-01-20|0|1|1|0|0
21338|Winding Way|2019-06-05|0|1|0|0|0
21339|Winding Wurm|1998-10-12|0|1|0|0|0
21340|Windreader Sphinx|2013-07-19|0|0|0|0|1
21341|Windreaper Falcon|1996-10-08|1|1|0|0|0
21342|Windreaver|2006-05-05|0|0|0|1|1
21343|Windrider Eel|2009-10-02|0|0|0|0|1
21344|Windrider Patrol|2015-10-02|0|0|0|0|1
21345|Windrider Wizard|2020-09-25|0|0|0|0|1
21346|Winds of Abandon|2019-06-05|0|0|0|1|0
21347|Winds of Change|1994-06-01|1|0|0|0|0
21348|Winds of Qal Sisma|2015-01-17|0|1|0|0|0
21349|Winds of Rath|1997-10-14|0|0|0|1|0
21350|Winds of Rebuke|2017-04-28|0|0|0|0|1
21351|Windscouter|2000-06-05|0|0|0|0|1
21352|Windstorm|2009-07-16|0|1|0|0|0
21353|Windstorm Drake|2019-01-25|0|0|0|0|1
21354|Windswept Heath|2002-10-07|0|0|0|0|0
21355|Windwright Mage|2008-10-03|0|0|1|1|1
21356|Wine of Blood and Iron|2005-06-03|0|0|0|0|0
21357|Wing Puncture|2010-09-30|0|1|0|0|0
21358|Wing Shards|2003-05-26|0|0|0|1|0
21359|Wing Snare|1999-02-15|0|1|0|0|0
21360|Wing Splicer|2011-05-12|0|0|0|0|1
21361|Wing Storm|2000-06-05|0|1|0|0|0
21362|Wingcrafter|2012-04-28|0|0|0|0|1
21363|Winged Boots|2021-07-23|0|0|0|0|1
21364|Winged Coatl|2009-04-30|0|1|0|0|1
21365|Winged Portent|2021-11-19|0|0|0|0|1
21366|Winged Shepherd|2017-04-28|0|0|0|1|0
21367|Winged Sliver|1997-10-14|0|0|0|0|1
21368|Winged Words|2019-07-12|0|0|0|0|1
21369|Wingfold Pteron|2020-04-24|0|0|0|0|1
21370|Wingmate Roc|2014-09-26|0|0|0|1|0
21371|Wingrattle Scarecrow|2008-05-02|0|0|0|0|0
21372|Wings of Aesthir|1995-06-03|0|0|0|1|1
21373|Wings of Hope|2000-10-02|0|0|0|1|1
21374|Wings of Hubris|2020-01-24|0|0|0|0|0
21375|Wings of Velis Vel|2007-10-12|0|0|0|0|1
21376|Wings of the Cosmos|2021-02-05|0|0|0|1|0
21377|Wings of the Guard|2016-08-26|0|0|0|1|0
21378|Wingspan Mentor|2020-04-24|0|0|0|0|1
21379|Wingsteed Rider|2013-09-21|0|0|0|1|0
21380|Wingsteed Trainer|2021-08-26|0|0|0|1|0
21381|Winnow|2000-10-02|0|0|0|1|0
21382|Winnower Patrol|2008-02-01|0|1|0|0|0
21383|Winota, Joiner of Forces|2020-04-24|1|0|0|1|0
21384|Winter Blast|1994-06-01|0|1|0|0|0
21385|Winter Orb|1993-08-05|0|0|0|0|0
21386|Winter Sky|1995-10-01|1|0|0|0|0
21387|Winter's Chill|1995-06-03|0|0|0|0|1
21388|Winter's Grasp|1997-10-14|0|1|0|0|0
21389|Winter's Night|1996-06-10|1|1|0|1|0
21390|Winter's Rest|2019-06-05|0|0|0|0|1
21391|Winterflame|2014-09-26|1|0|0|0|1
21392|Wintermoon Mesa|2000-06-05|0|0|0|0|0
21393|Wintermoor Commander|2019-10-04|0|0|1|1|0
21394|Winterthorn Blessing|2022-01-28|0|1|0|0|1
21395|Wipe Away|2006-10-06|0|0|0|0|1
21396|Wipe Clean|2003-05-26|0|0|0|1|0
21397|Wirecat|1998-10-12|0|0|0|0|0
21398|Wirefly Hive|2004-02-06|0|0|0|0|0
21399|Wirewood Elf|2002-10-07|0|1|0|0|0
21400|Wirewood Guardian|2003-05-26|0|1|0|0|0
21401|Wirewood Herald|2002-10-07|0|1|0|0|0
21402|Wirewood Lodge|2002-10-07|0|0|0|0|0
21403|Wirewood Pride|2002-10-07|0|1|0|0|0
21404|Wirewood Savage|2002-10-07|0|1|0|0|0
21405|Wirewood Symbiote|2003-05-26|0|1|0|0|0
21406|Wishclaw Talisman|2019-10-04|0|0|1|0|0
21407|Wishcoin Crab|2018-11-09|0|0|0|0|1
21408|Wishful Merfolk|2019-10-04|0|0|0|0|1
21409|Wishmonger|1999-10-04|0|0|0|1|0
21410|Wispmare|2007-10-12|0|0|0|1|0
21411|Wispweaver Angel|2016-09-30|0|0|0|1|0
21412|Wistful Selkie|2008-07-25|0|1|0|0|1
21413|Wistful Thinking|2007-02-02|0|0|0|0|1
21414|Wit's End|2006-05-05|0|0|1|0|0
21415|Witch Engine|1998-10-12|0|0|1|0|0
21416|Witch Hunt|2013-11-01|1|0|0|0|0
21417|Witch Hunter|1994-08-01|0|0|0|1|0
21418|Witch of the Moors|2020-06-18|0|0|1|0|0
21419|Witch's Cauldron|2020-07-03|0|0|1|0|0
21420|Witch's Cottage|2019-10-04|0|0|0|0|0
21421|Witch's Familiar|2014-07-12|0|0|1|0|0
21422|Witch's Mist|2007-05-04|0|0|1|0|0
21423|Witch's Oven|2019-10-04|0|0|0|0|0
21424|Witch's Vengeance|2019-10-04|0|0|1|0|0
21425|Witch's Web|2021-11-19|0|1|0|0|0
21426|Witch-Maw Nephilim|2006-02-03|0|1|1|1|1
21427|Witchbane Orb|2011-09-24|0|0|0|0|0
21428|Witches' Eye|2013-09-21|0|0|0|0|0
21429|Witching Well|2019-10-04|0|0|0|0|1
21430|Witchstalker|2013-07-19|0|1|0|0|0
21431|Withdraw|2000-06-05|0|0|0|0|1
21432|Witherbloom Apprentice|2021-04-23|0|1|1|0|0
21433|Witherbloom Campus|2021-04-23|0|0|0|0|0
21434|Witherbloom Command|2021-04-23|0|1|1|0|0
21435|Witherbloom Pledgemage|2021-04-23|0|1|1|0|0
21436|Withercrown|2021-02-05|0|0|1|0|0
21437|Withering Boon|1996-10-08|0|0|1|0|0
21438|Withering Gaze|2005-07-29|0|0|0|0|1
21439|Withering Hex|2002-10-07|0|0|1|0|0
21440|Withering Wisps|1995-06-03|0|0|1|0|0
21441|Witherscale Wurm|2008-05-02|0|1|0|0|0
21442|Without Weakness|2017-07-14|0|0|1|0|0
21443|Withstand|2006-02-03|0|0|0|1|0
21444|Withstand Death|2010-09-30|0|1|0|0|0
21445|Witness of Tomorrows|2020-01-24|0|0|0|0|1
21446|Witness of the Ages|2014-09-26|0|0|0|0|0
21447|Witness the End|2016-01-22|0|0|0|0|0
21448|Witness the Future|2021-11-19|0|0|0|0|1
21449|Wizard Mentor|1998-10-12|0|0|0|0|1
21450|Wizard Replica|2003-10-02|0|0|0|0|0
21451|Wizard's Lightning|2018-04-27|1|0|0|0|0
21452|Wizard's Retort|2018-04-27|0|0|0|0|1
21453|Wizards' School|1995-10-01|0|0|0|0|0
21454|Wizened Cenn|2007-10-12|0|0|0|1|0
21455|Wizened Snitches|2005-10-07|0|0|0|0|1
21456|Woe Strider|2020-01-24|0|0|1|0|0
21457|Woebearer|2003-10-02|0|0|1|0|0
21458|Woebringer Demon|2005-10-07|0|0|1|0|0
21459|Woeleecher|2008-05-02|0|0|0|1|0
21460|Wojek Apothecary|2005-10-07|0|0|0|1|0
21461|Wojek Bodyguard|2018-11-09|1|0|0|0|0
21462|Wojek Embermage|2005-10-07|1|0|0|0|0
21463|Wojek Halberdiers|2013-01-26|1|0|0|1|0
21464|Wojek Siren|2005-10-07|0|0|0|1|0
21465|Wolf Pack|1999-07-06|0|1|0|0|0
21466|Wolf Strike|2021-11-19|0|1|0|0|0
21467|Wolf's Quarry|2019-10-04|0|1|0|0|0
21468|Wolf-Skull Shaman|2008-02-01|0|1|0|0|0
21469|Wolfbitten Captive|2012-01-28|0|1|0|0|0
21470|Krallenhorde Killer|2012-01-28|0|1|0|0|0
21471|Wolfbriar Elemental|2010-02-05|0|1|0|0|0
21472|Wolfcaller's Howl|2014-11-07|0|1|0|0|0
21473|Wolfhunter's Quiver|2012-01-28|0|0|0|0|0
21474|Wolfir Avenger|2012-04-28|0|1|0|0|0
21475|Wolfir Silverheart|2012-04-28|0|1|0|0|0
21476|Wolfkin Bond|2016-07-22|0|1|0|0|0
21477|Wolfkin Outcast|2021-11-19|0|1|0|0|0
21478|Wedding Crasher|2021-11-19|0|1|0|0|0
21479|Wolfrider's Saddle|2019-07-12|0|1|0|0|0
21480|Wolfwillow Haven|2020-01-24|0|1|0|0|0
21481|Wolverine Pack|1994-06-01|0|1|0|0|0
21482|Wonder|2002-05-27|0|0|0|0|1
21483|Wood Elemental|1994-06-01|0|1|0|0|0
21484|Wood Elves|1998-06-15|0|1|0|0|0
21485|Wood Sage|1997-10-14|0|1|0|0|1
21486|Woodborn Behemoth|2013-07-19|0|1|0|0|0
21487|Woodcloaker|2003-05-26|0|1|0|0|0
21488|Woodcutter's Grit|2016-07-22|0|1|0|0|0
21489|Wooded Bastion|2008-05-02|0|0|0|0|0
21490|Wooded Foothills|2002-10-07|0|0|0|0|0
21491|Wooden Sphere|1993-08-05|0|0|0|0|0
21492|Wooden Stake|2011-09-24|0|0|0|0|0
21493|Woodfall Primus|2008-05-02|0|1|0|0|0
21494|Woodland Bellower|2015-07-17|0|1|0|0|0
21495|Woodland Cemetery|2011-09-24|0|0|0|0|0
21496|Woodland Champion|2019-07-12|0|1|0|0|0
21497|Woodland Changeling|2007-10-12|0|1|0|0|0
21498|Woodland Chasm|2021-02-05|0|0|0|0|0
21499|Woodland Druid|2001-10-01|0|1|0|0|0
21500|Woodland Guidance|2007-10-12|0|1|0|0|0
21501|Woodland Mystic|2019-07-12|0|1|0|0|0
21502|Woodland Patrol|2016-07-22|0|1|0|0|0
21503|Woodland Sleuth|2011-09-24|0|1|0|0|0
21504|Woodland Stream|2016-09-30|0|0|0|0|0
21505|Woodland Wanderer|2015-10-02|0|1|0|0|0
21506|Woodlot Crawler|2013-04-27|0|0|1|0|1
21507|Woodlurker Mimic|2008-07-25|0|1|1|0|0
21508|Woodripper|2000-02-14|0|1|0|0|0
21509|Woodvine Elemental|2014-06-06|0|1|0|1|0
21510|Woodweaver's Puzzleknot|2016-09-30|0|0|0|0|0
21511|Woodwraith Corrupter|2005-10-07|0|1|1|0|0
21512|Woodwraith Strangler|2005-10-07|0|1|1|0|0
21513|Woolly Loxodon|2014-09-26|0|1|0|0|0
21514|Woolly Mammoths|1995-06-03|0|1|0|0|0
21515|Woolly Razorback|2006-07-21|0|0|0|1|0
21516|Woolly Spider|1995-06-03|0|1|0|0|0
21517|Woolly Thoctar|2008-10-03|1|1|0|1|0
21518|Word of Binding|1994-08-01|0|0|1|0|0
21519|Word of Blasting|1995-06-03|1|0|0|0|0
21520|Word of Command|1993-08-05|0|0|1|0|0
21521|Word of Seizing|2006-10-06|1|0|0|0|0
21522|Word of Undoing|1995-06-03|0|0|0|0|1
21523|Words of War|2002-10-07|1|0|0|0|0
21524|Words of Waste|2002-10-07|0|0|1|0|0
21525|Words of Wilding|2002-10-07|0|1|0|0|0
21526|Words of Wind|2002-10-07|0|0|0|0|1
21527|Words of Wisdom|2001-10-01|0|0|0|0|1
21528|Words of Worship|2002-10-07|0|0|0|1|0
21529|Workhorse|1998-06-15|0|0|0|0|0
21530|Workshop Assistant|2016-09-30|0|0|0|0|0
21531|Workshop Elders|2019-10-04|0|0|0|0|1
21532|World Breaker|2016-01-22|0|0|0|0|0
21533|World Queller|2009-10-02|0|0|0|1|0
21534|World Shaper|2018-01-19|0|1|0|0|0
21535|World at War|2010-04-23|1|0|0|0|0
21536|Worldfire|2012-07-12|1|0|0|0|0
21537|Worldgorger Dragon|2002-05-27|1|0|0|0|0
21538|Worldheart Phoenix|2009-02-06|1|0|0|0|0
21539|Worldknit|2014-06-06|0|0|0|0|0
21540|Worldly Counsel|2000-10-02|0|0|0|0|1
21541|Worldly Tutor|1996-10-08|0|1|0|0|0
21542|Worldpurge|2008-05-02|0|0|0|1|1
21543|Worldslayer|2003-10-02|0|0|0|0|0
21544|Worldsoul Colossus|2018-11-09|0|1|0|1|0
21545|Worldspine Wurm|2012-10-05|0|1|0|0|0
21546|Worm Harvest|2008-07-25|0|1|1|0|0
21547|Wormfang Behemoth|2002-05-27|0|0|0|0|1
21548|Wormfang Crab|2002-05-27|0|0|0|0|1
21549|Wormfang Drake|2002-05-27|0|0|0|0|1
21550|Wormfang Manta|2002-05-27|0|0|0|0|1
21551|Wormfang Newt|2002-05-27|0|0|0|0|1
21552|Wormfang Turtle|2002-05-27|0|0|0|0|1
21553|Wormhole Serpent|2021-04-23|0|0|0|0|1
21554|Worms of the Earth|1994-08-01|0|0|1|0|0
21555|Wormwood Dryad|2006-10-06|0|1|0|0|0
21556|Wormwood Treefolk|1994-08-01|0|1|0|0|0
21557|Worn Powerstone|1998-10-12|0|0|0|0|0
21558|Worry Beads|1999-10-04|0|0|0|0|0
21559|Worship|1998-10-12|0|0|0|1|0
21560|Worst Fears|2014-04-26|0|0|1|0|0
21561|Wort, Boggart Auntie|2007-10-12|1|0|1|0|0
21562|Wort, the Raidmother|2008-05-02|1|1|0|0|0
21563|Worthy Cause|1997-10-14|0|0|0|1|0
21564|Worthy Knight|2019-10-04|0|0|0|1|0
21565|Wound Reflection|2008-05-02|0|0|1|0|0
21566|Wrack with Madness|2012-01-28|1|0|0|0|0
21567|Wrangle|2017-01-20|1|0|0|0|0
21568|Wrap in Flames|2010-04-23|1|0|0|0|0
21569|Wrap in Vigor|2007-05-04|0|1|0|0|0
21570|Wrath of God|1993-08-05|0|0|0|1|0
21571|Wrath of Marit Lage|1995-06-03|0|0|0|0|1
21572|Wreak Havoc|2006-02-03|1|1|0|0|0
21573|Wreath of Geists|2011-09-24|0|1|0|0|0
21574|Wrecking Ball|2006-05-05|1|0|1|0|0
21575|Wrecking Beast|2019-01-25|0|1|0|0|0
21576|Wrecking Ogre|2013-01-26|1|0|0|0|0
21577|Wren's Run Hydra|2021-08-26|0|1|0|0|0
21578|Wren's Run Packmaster|2007-10-12|0|1|0|0|0
21579|Wren's Run Vanquisher|2007-10-12|0|1|0|0|0
21580|Wrench Mind|2003-10-02|0|0|1|0|0
21581|Wrenn and Seven|2022-01-28|0|1|0|0|0
21582|Wrenn and Six|2019-06-05|1|1|0|0|0
21583|Wretched Anurid|2002-10-07|0|0|1|0|0
21584|Wretched Banquet|2009-02-06|0|0|1|0|0
21585|Wretched Camel|2017-07-14|0|0|1|0|0
21586|Wretched Confluence|2015-11-13|0|0|1|0|0
21587|Wretched Gryff|2016-07-22|0|0|0|0|0
21588|Wretched Throng|2021-11-19|0|0|0|0|1
21589|Wrexial, the Risen Deep|2010-02-05|0|0|1|0|1
21590|Wring Flesh|2011-07-14|0|0|1|0|0
21591|Writ of Passage|2006-05-05|0|0|0|0|1
21592|Write into Being|2015-01-17|0|0|0|0|1
21593|Wrong Turn|2020-11-20|0|0|0|0|1
21594|Wu Admiral|1999-07-06|0|0|0|0|1
21595|Wu Elite Cavalry|1999-07-06|0|0|0|0|1
21596|Wu Infantry|1999-07-06|0|0|0|0|1
21597|Wu Light Cavalry|1999-07-06|0|0|0|0|1
21598|Wu Longbowman|1999-07-06|0|0|0|0|1
21599|Wu Scout|1999-07-06|0|0|0|0|1
21600|Wu Spy|1999-07-06|0|0|0|0|1
21601|Wu Warship|1999-07-06|0|0|0|0|1
21602|Wulfgar of Icewind Dale|2021-07-23|1|1|0|0|0
21603|Wurm's Tooth|2004-02-06|0|0|0|0|0
21604|Wurmcalling|2006-10-06|0|1|0|0|0
21605|Wurmcoil Engine|2010-09-30|0|0|0|0|0
21606|Wurmskin Forger|2003-10-02|0|1|0|0|0
21607|Wurmweaver Coil|2006-02-03|0|1|0|0|0
21608|Wydwen, the Biting Gale|2007-10-12|0|0|1|0|1
21609|Wyleth, Soul of Steel|2020-11-20|1|0|0|1|0
21610|Wyluli Wolf|1993-12-17|0|1|0|0|0
21611|Xantcha, Sleeper Agent|2016-11-16|1|0|1|0|0
21612|Xanthic Statue|1997-06-09|0|0|0|0|0
21613|Xantid Swarm|2003-05-26|0|1|0|0|0
21614|Xathrid Demon|2009-07-16|0|0|1|0|0
21615|Xathrid Gorgon|2012-07-12|0|0|1|0|0
21616|Xathrid Necromancer|2013-07-19|0|0|1|0|0
21617|Xathrid Slyblade|2014-07-12|0|0|1|0|0
21618|Xenagos, God of Revels|2014-02-01|1|1|0|0|0
21619|Xenagos, the Reveler|2013-09-21|1|1|0|0|0
21620|Xenic Poltergeist|1994-03-04|0|0|1|0|0
21621|Xenograft|2011-05-12|0|0|0|0|1
21622|Xiahou Dun, the One-Eyed|1999-07-06|0|0|1|0|0
21623|Xira Arien|1994-06-01|1|1|1|0|0
21624|Xun Yu, Wei Advisor|1999-07-06|0|0|1|0|0
21625|Xyris, the Writhing Storm|2020-04-17|1|1|0|0|1
21626|Yahenni's Expertise|2017-01-20|0|0|1|0|0
21627|Yahenni, Undying Partisan|2017-01-20|0|0|1|0|0
21628|Yamabushi's Flame|2004-10-01|1|0|0|0|0
21629|Yamabushi's Storm|2004-10-01|1|0|0|0|0
21630|Yanling's Harbinger|2019-07-12|0|0|0|0|1
21631|Yannik, Scavenging Sentinel|2020-04-17|0|1|0|1|0
21632|Yare|1996-10-08|0|0|0|1|0
21633|Yargle, Glutton of Urborg|2018-04-27|0|0|1|0|0
21634|Yarok's Fenlurker|2019-07-12|0|0|1|0|0
21635|Yarok's Wavecrasher|2019-07-12|0|0|0|0|1
21636|Yarok, the Desecrated|2019-07-12|0|1|1|0|1
21637|Yasharn, Implacable Earth|2020-09-25|0|1|0|1|0
21638|Yasova Dragonclaw|2015-01-17|0|1|0|0|0
21639|Yavimaya Ancients|1996-06-10|0|1|0|0|0
21640|Yavimaya Ants|1996-06-10|0|1|0|0|0
21641|Yavimaya Barbarian|2000-10-02|1|1|0|0|0
21642|Yavimaya Coast|2001-06-04|0|0|0|0|0
21643|Yavimaya Dryad|2006-10-06|0|1|0|0|0
21644|Yavimaya Elder|1999-06-07|0|1|0|0|0
21645|Yavimaya Enchantress|1999-06-07|0|1|0|0|0
21646|Yavimaya Gnats|1995-06-03|0|1|0|0|0
21647|Yavimaya Granger|1999-02-15|0|1|0|0|0
21648|Yavimaya Hollow|1999-06-07|0|0|0|0|0
21649|Yavimaya Kavu|2000-10-02|1|1|0|0|0
21650|Yavimaya Sapherd|2018-04-27|0|1|0|0|0
21651|Yavimaya Scion|1999-02-15|0|1|0|0|0
21652|Yavimaya Wurm|1999-02-15|0|1|0|0|0
21653|Yavimaya's Embrace|2001-06-04|0|1|0|0|1
21654|Yawgmoth Demon|1994-03-04|0|0|1|0|0
21655|Yawgmoth's Agenda|2000-10-02|0|0|1|0|0
21656|Yawgmoth's Bargain|1999-06-07|0|0|1|0|0
21657|Yawgmoth's Edict|1998-10-12|0|0|1|0|0
21658|Yawgmoth's Vile Offering|2018-04-27|0|0|1|0|0
21659|Yawgmoth's Will|1998-10-12|0|0|1|0|0
21660|Yawgmoth, Thran Physician|2019-06-05|0|0|1|0|0
21661|Yawning Fissure|2009-07-16|1|0|0|0|0
21662|Ydwen Efreet|1993-12-17|1|0|0|0|0
21663|Yellow Scarves Cavalry|1999-07-06|1|0|0|0|0
21664|Yellow Scarves General|1999-07-06|1|0|0|0|0
21665|Yellow Scarves Troops|1999-07-06|1|0|0|0|0
21666|Yennett, Cryptic Sovereign|2016-11-16|0|0|1|1|1
