|name|printed|r|g|b|w|u|text
15730|sanctifier of souls|2016-07-22|0|0|0|1|0|"whenever another creature enters the battlefield under your control, sanctifier of souls gets +1/+1 until end of turn.
{2}{w}, exile a creature card from your graveyard: create a 1/1 white spirit creature token with flying."
15731|sanctify|2021-11-19|0|0|0|1|0|destroy target artifact or enchantment. you gain 3 life.
15732|sanctimony|1999-06-07|0|0|0|1|0|whenever an opponent taps a mountain for mana, you may gain 1 life.
15733|sanctuary blade|2020-04-17|0|0|0|0|0|"as sanctuary blade becomes attached to a creature, choose a color.
equipped creature gets +2/+0 and has protection from the last chosen color.
equip {3}"
15734|sanctuary cat|2012-01-28|0|0|0|1|0|{empty}
15735|sanctuary lockdown|2020-04-24|0|0|0|1|0|"humans you control get +1/+1.
{2}, tap two untapped humans you control: tap target creature an opponent controls."
15736|sanctuary raptor|2021-08-26|0|0|0|0|0|"flying
whenever sanctuary raptor attacks, if you control three or more tokens, sanctuary raptor gets +2/+0 and gains first strike until end of turn."
15737|sanctuary smasher|2020-04-24|1|0|0|0|0|"first strike
cycling {2}{r} ({2}{r}, discard this card: draw a card.)
when you cycle sanctuary smasher, put a first strike counter on target creature you control."
15738|sanctum custodian|1998-10-12|0|0|0|1|0|{t}: prevent the next 2 damage that would be dealt to any target this turn.
15739|sanctum gargoyle|2008-10-03|0|0|0|1|0|"flying
when sanctum gargoyle enters the battlefield, you may return target artifact card from your graveyard to your hand."
15740|sanctum guardian|1998-10-12|0|0|0|1|0|sacrifice sanctum guardian: the next time a source of your choice would deal damage to any target this turn, prevent that damage.
15741|sanctum plowbeast|2009-04-30|0|0|0|1|1|"defender
plainscycling {2}, islandcycling {2} ({2}, discard this card: search your library for a plains or island card, reveal it, put it into your hand, then shuffle.)"
15742|sanctum prelate|2016-08-26|0|0|0|1|0|"as sanctum prelate enters the battlefield, choose a number.
noncreature spells with mana value equal to the chosen number can't be cast."
15743|sanctum seeker|2017-09-29|0|0|1|0|0|whenever a vampire you control attacks, each opponent loses 1 life and you gain 1 life.
15744|sanctum spirit|2018-04-27|0|0|0|1|0|"lifelink
discard a historic card: sanctum spirit gains indestructible until end of turn. (artifacts, legendaries, and sagas are historic.)"
15745|sanctum weaver|2021-08-26|0|1|0|0|0|{t}: add x mana of any one color, where x is the number of enchantments you control.
15746|sanctum of all|2020-07-03|1|1|1|1|1|"at the beginning of your upkeep, you may search your library and/or graveyard for a shrine card and put it onto the battlefield. if you search your library this way, shuffle.
if an ability of another shrine you control triggers while you control six or more shrines, that ability triggers an additional time."
15747|sanctum of calm waters|2020-07-03|0|0|0|0|1|at the beginning of your precombat main phase, you may draw x cards, where x is the number of shrines you control. if you do, discard a card.
15748|sanctum of eternity|2019-08-23|0|0|0|0|0|"{t}: add {c}.
{2}, {t}: return target commander you own from the battlefield to your hand. activate only during your turn."
15749|sanctum of fruitful harvest|2020-07-03|0|1|0|0|0|at the beginning of your precombat main phase, add x mana of any one color, where x is the number of shrines you control.
15750|sanctum of shattered heights|2020-07-03|1|0|0|0|0|{1}, discard a land card or shrine card: sanctum of shattered heights deals x damage to target creature or planeswalker, where x is the number of shrines you control.
15751|sanctum of stone fangs|2020-07-03|0|0|1|0|0|at the beginning of your precombat main phase, each opponent loses x life and you gain x life, where x is the number of shrines you control.
15752|sanctum of tranquil light|2020-07-03|0|0|0|1|0|{5}{w}: tap target creature. this ability costs {1} less to activate for each shrine you control.
15753|sanctum of ugin|2015-10-02|0|0|0|0|0|"{t}: add {c}.
whenever you cast a colorless spell with mana value 7 or greater, you may sacrifice sanctum of ugin. if you do, search your library for a colorless creature card, reveal it, put it into your hand, then shuffle."
15754|sand golem|1996-10-08|0|0|0|0|0|when a spell or ability an opponent controls causes you to discard sand golem, return sand golem from your graveyard to the battlefield with a +1/+1 counter on it at the beginning of the next end step.
15755|sand silos|1994-11-01|0|0|0|0|0|"sand silos enters the battlefield tapped.
you may choose not to untap sand silos during your untap step.
at the beginning of your upkeep, if sand silos is tapped, put a storage counter on it.
{t}, remove any number of storage counters from sand silos: add {u} for each storage counter removed this way."
15756|sand squid|1999-10-04|0|0|0|0|1|"islandwalk (this creature can't be blocked as long as defending player controls an island.)
you may choose not to untap sand squid during your untap step.
{t}: tap target creature. that creature doesn't untap during its controller's untap step for as long as sand squid remains tapped."
15757|sand strangler|2017-07-14|1|0|0|0|0|when sand strangler enters the battlefield, if you control a desert or there is a desert card in your graveyard, you may have sand strangler deal 3 damage to target creature.
15758|sandals of abdallah|1993-12-17|0|0|0|0|0|{2}, {t}: target creature gains islandwalk until end of turn. when that creature dies this turn, destroy sandals of abdallah. (a creature with islandwalk can't be blocked as long as defending player controls an island.)
15759|sandbar crocodile|1996-10-08|0|0|0|0|1|phasing (this phases in or out before you untap during each of your untap steps. while it's phased out, it's treated as though it doesn't exist.)
15760|sandbar merfolk|1998-10-12|0|0|0|0|1|cycling {2} ({2}, discard this card: draw a card.)
15761|sandbar serpent|1998-10-12|0|0|0|0|1|cycling {2} ({2}, discard this card: draw a card.)
15762|sandblast|2015-01-17|0|0|0|1|0|sandblast deals 5 damage to target attacking or blocking creature.
15763|sandcrafter mage|2015-03-27|0|0|0|1|0|when sandcrafter mage enters the battlefield, bolster 1. (choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.)
15764|sands of delirium|2012-07-12|0|0|0|0|0|{x}, {t}: target player mills x cards.
15765|sands of time|1997-02-03|0|0|0|0|0|"each player skips their untap step.
at the beginning of each player's upkeep, that player simultaneously untaps each tapped artifact, creature, and land they control and taps each untapped artifact, creature, and land they control."
15766|sandskin|2002-10-07|0|0|0|1|0|"enchant creature
prevent all combat damage that would be dealt to and dealt by enchanted creature."
15767|sandsower|2005-10-07|0|0|0|1|0|tap three untapped creatures you control: tap target creature.
15768|sandsteppe citadel|2014-09-26|0|0|0|0|0|"sandsteppe citadel enters the battlefield tapped.
{t}: add {w}, {b}, or {g}."
15769|sandsteppe mastodon|2015-01-17|0|1|0|0|0|"reach
when sandsteppe mastodon enters the battlefield, bolster 5. (choose a creature with the least toughness among creatures you control and put five +1/+1 counters on it.)"
15770|sandsteppe outcast|2015-01-17|0|0|0|1|0|"when sandsteppe outcast enters the battlefield, choose one —
• put a +1/+1 counter on sandsteppe outcast.
• create a 1/1 white spirit creature token with flying."
15771|sandsteppe scavenger|2015-03-27|0|1|0|0|0|when sandsteppe scavenger enters the battlefield, bolster 2. (choose a creature with the least toughness among creatures you control and put two +1/+1 counters on it.)
15772|sandstone bridge|2015-10-02|0|0|0|0|0|"sandstone bridge enters the battlefield tapped.
when sandstone bridge enters the battlefield, target creature gets +1/+1 and gains vigilance until end of turn.
{t}: add {w}."
15773|sandstone deadfall|2001-10-01|0|0|0|0|0|{t}, sacrifice two lands and sandstone deadfall: destroy target attacking creature.
15774|sandstone needle|1999-10-04|0|0|0|0|0|"sandstone needle enters the battlefield tapped with two depletion counters on it.
{t}, remove a depletion counter from sandstone needle: add {r}{r}. if there are no depletion counters on sandstone needle, sacrifice it."
15775|sandstone oracle|2015-11-13|0|0|0|0|0|"flying
when sandstone oracle enters the battlefield, choose an opponent. if that player has more cards in hand than you, draw cards equal to the difference."
15776|sandstone warrior|1997-10-14|1|0|0|0|0|"first strike (this creature deals combat damage before creatures without first strike.)
{r}: sandstone warrior gets +1/+0 until end of turn."
15777|sandstorm|1993-12-17|0|1|0|0|0|sandstorm deals 1 damage to each attacking creature.
15778|sandstorm charger|2015-03-27|0|0|0|1|0|megamorph {4}{w} (you may cast this card face down as a 2/2 creature for {3}. turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
15779|sandstorm eidolon|2006-05-05|1|0|0|0|0|"{r}, sacrifice sandstorm eidolon: target creature can't block this turn.
whenever you cast a multicolored spell, you may return sandstorm eidolon from your graveyard to your hand."
15780|sandwurm convergence|2017-04-28|0|1|0|0|0|"creatures with flying can't attack you or planeswalkers you control.
at the beginning of your end step, create a 5/5 green wurm creature token."
15781|sangrite backlash|2009-04-30|1|1|1|0|0|"enchant creature
enchanted creature gets +3/-3."
15782|sangrite surge|2008-10-03|1|1|0|0|0|target creature gets +3/+3 and gains double strike until end of turn.
15783|sangromancer|2011-02-03|0|0|1|0|0|"flying
whenever a creature an opponent controls dies, you may gain 3 life.
whenever an opponent discards a card, you may gain 3 life."
15784|sangrophage|2006-10-06|0|0|1|0|0|at the beginning of your upkeep, tap sangrophage unless you pay 2 life.
15785|sanguimancy|2014-02-01|0|0|1|0|0|you draw x cards and you lose x life, where x is your devotion to black. (each {b} in the mana costs of permanents you control counts toward your devotion to black.)
15786|sanguine bond|2009-07-16|0|0|1|0|0|whenever you gain life, target opponent loses that much life.
15787|sanguine brushstroke|2021-12-09|0|0|1|0|0|"when sanguine brushstroke enters the battlefield, create a blood token and conjure a card named blood artist onto the battlefield.
whenever you sacrifice a blood token, each opponent loses 1 life and you gain 1 life."
15788|sanguine glorifier|2018-01-19|0|0|0|1|0|when sanguine glorifier enters the battlefield, put a +1/+1 counter on another target vampire you control.
15789|sanguine guard|1998-10-12|0|0|1|0|0|"first strike
{1}{b}: regenerate sanguine guard."
15790|sanguine indulgence|2020-07-03|0|0|1|0|0|"this spell costs {3} less to cast if you've gained 3 or more life this turn.
return up to two target creature cards from your graveyard to your hand."
15791|sanguine praetor|2006-02-03|0|0|1|0|0|{b}, sacrifice a creature: destroy each creature with the same mana value as the sacrificed creature.
15792|sanguine sacrament|2017-09-29|0|0|0|1|0|you gain twice x life. put sanguine sacrament on the bottom of its owner's library.
15793|sanguine statuette|2021-11-19|1|0|0|0|0|"when sanguine statuette enters the battlefield, create a blood token. (it's an artifact with ""{1}, {t}, discard a card, sacrifice this artifact: draw a card."")
whenever you sacrifice a blood token, you may have sanguine statuette become a 3/3 vampire artifact creature with haste until end of turn."
