|name|printed|r|g|b|w|u|text
17825|Sporoloth Ancient|2007-05-04|0|1|0|0|0|"At the beginning of your upkeep, put a spore counter on Sporoloth Ancient.
Creatures you control have ""Remove two spore counters from this creature: Create a 1/1 green Saproling creature token."""
17826|Spotted Griffin|2011-01-10|0|0|0|1|0|Flying
17827|Spread the Sickness|2011-02-03|0|0|1|0|0|Destroy target creature, then proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
17828|Spreading Algae|1998-10-12|0|1|0|0|0|"Enchant Swamp
When enchanted land becomes tapped, destroy it.
When Spreading Algae is put into a graveyard from the battlefield, return Spreading Algae to its owner's hand."
17829|Spreading Flames|2016-07-22|1|0|0|0|0|Spreading Flames deals 6 damage divided as you choose among any number of target creatures.
17830|Spreading Insurrection|2021-08-26|1|0|0|0|0|"Gain control of target creature you don't control until end of turn. Untap that creature. It gains haste until end of turn.
Storm (When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)"
17831|Spreading Plague|2000-10-02|0|0|1|0|0|Whenever a creature enters the battlefield, destroy all other creatures that share a color with it. They can't be regenerated.
17832|Spreading Rot|2017-09-29|0|0|1|0|0|Destroy target land. Its controller loses 2 life.
17833|Spreading Seas|2009-10-02|0|0|0|0|1|"Enchant land
When Spreading Seas enters the battlefield, draw a card.
Enchanted land is an Island."
17834|Spring|2017-04-28|0|1|0|0|0|Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
17835|Mind|2017-04-28|0|0|0|0|1|"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Draw two cards."
17836|Spring Cleaning|2007-10-12|0|1|0|0|0|Destroy target enchantment. Clash with an opponent. If you win, destroy all enchantments your opponents control. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)
17837|Spring of Eternal Peace|1999-07-06|0|1|0|0|0|You gain 8 life.
17838|Springbloom Druid|2019-06-05|0|1|0|0|0|When Springbloom Druid enters the battlefield, you may sacrifice a land. If you do, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.
17839|Springing Tiger|2001-10-01|0|1|0|0|0|Threshold — Springing Tiger gets +2/+2 as long as seven or more cards are in your graveyard.
17840|Springjack Knight|2007-10-12|0|0|0|1|0|Whenever Springjack Knight attacks, clash with an opponent. If you win, target creature gains double strike until end of turn. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)
17841|Springjack Pasture|2008-07-25|0|0|0|0|0|"{T}: Add {C}.
{4}, {T}: Create a 0/1 white Goat creature token.
{T}, Sacrifice X Goats: Add X mana of any one color. You gain X life."
17842|Springjack Shepherd|2008-07-25|0|0|0|1|0|Chroma — When Springjack Shepherd enters the battlefield, create a 0/1 white Goat creature token for each white mana symbol in the mana costs of permanents you control.
17843|Springjaw Trap|2020-04-24|0|0|0|0|0|"Flash
{4}, {T}, Sacrifice Springjaw Trap: It deals 3 damage to any target."
17844|Springleaf Drum|2007-10-12|0|0|0|0|0|{T}, Tap an untapped creature you control: Add one mana of any color.
17845|Springmane Cervin|2021-04-23|0|1|0|0|0|When Springmane Cervin enters the battlefield, you gain 2 life.
17846|Springmantle Cleric|2020-09-25|0|1|0|0|0|Springmantle Cleric enters the battlefield with a +1/+1 counter on it for each color of mana spent to cast it.
17847|Springsage Ritual|2016-07-22|0|1|0|0|0|Destroy target artifact or enchantment. You gain 4 life.
17848|Sprinting Warbrute|2015-03-27|1|0|0|0|0|"Sprinting Warbrute attacks each combat if able.
Dash {3}{R} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)"
17849|Sprite Dragon|2020-04-24|1|0|0|0|1|"Flying, haste
Whenever you cast a noncreature spell, put a +1/+1 counter on Sprite Dragon."
17850|Sprite Noble|2006-10-06|0|0|0|0|1|"Flying
Other creatures you control with flying get +0/+1.
{T}: Other creatures you control with flying get +1/+0 until end of turn."
17851|Sprout|2006-10-06|0|1|0|0|0|Create a 1/1 green Saproling creature token.
17852|Sprout Swarm|2007-05-04|0|1|0|0|0|"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.)
Create a 1/1 green Saproling creature token."
17853|Sprouting Phytohydra|2006-05-05|0|1|0|0|0|"Defender (This creature can't attack.)
Whenever Sprouting Phytohydra is dealt damage, you may create a token that's a copy of Sprouting Phytohydra."
17854|Sprouting Renewal|2018-11-09|0|1|0|0|0|"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Choose one —
• Create a 2/2 green and white Elf Knight creature token with vigilance.
• Destroy target artifact or enchantment."
17855|Sprouting Thrinax|2008-10-03|1|1|1|0|0|When Sprouting Thrinax dies, create three 1/1 green Saproling creature tokens.
17856|Sprouting Vines|2003-05-26|0|1|0|0|0|"Search your library for a basic land card, reveal that card, put it into your hand, then shuffle.
Storm (When you cast this spell, copy it for each spell cast before it this turn.)"
17857|Spur Grappler|2000-06-05|1|0|0|0|0|Spur Grappler gets +2/+1 as long as you control no untapped lands.
17858|Spurnmage Advocate|2002-05-27|0|0|0|1|0|{T}: Return two target cards from an opponent's graveyard to their hand. Destroy target attacking creature.
17859|Spurred Wolverine|2002-10-07|1|0|0|0|0|Tap two untapped Beasts you control: Target creature gains first strike until end of turn.
17860|Spy Kit|2016-08-26|0|0|0|0|0|"Equipped creature gets +1/+1 and has all names of nonlegendary creature cards in addition to its name.
Equip {2}"
17861|Spy Network|2002-10-07|0|0|0|0|1|Look at target player's hand, the top card of that player's library, and any face-down creatures they control. Look at the top four cards of your library, then put them back in any order.
17862|Squad Captain|2019-07-12|0|0|0|1|0|"Vigilance
Squad Captain enters the battlefield with a +1/+1 counter on it for each other creature you control."
17863|Squad Commander|2020-09-25|0|0|0|1|0|"When Squad Commander enters the battlefield, create a 1/1 white Kor Warrior creature token for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)
At the beginning of combat on your turn, if you have a full party, creatures you control get +1/+0 and gain indestructible until end of turn."
17864|Squadron Hawk|2010-07-15|0|0|0|1|0|"Flying
When Squadron Hawk enters the battlefield, you may search your library for up to three cards named Squadron Hawk, reveal them, put them into your hand, then shuffle."
17865|Squall|1999-07-01|0|1|0|0|0|Squall deals 2 damage to each creature with flying.
17866|Squall Drifter|2006-07-21|0|0|0|1|0|"Flying
{W}, {T}: Tap target creature."
17867|Squall Line|2006-10-06|0|1|0|0|0|Squall Line deals X damage to each creature with flying and each player.
17868|Squallmonger|1999-10-04|0|1|0|0|0|{2}: Squallmonger deals 1 damage to each creature with flying and each player. Any player may activate this ability.
17869|Squandered Resources|1997-02-03|0|1|1|0|0|Sacrifice a land: Add one mana of any type the sacrificed land could produce.
17870|Square Up|2021-04-23|0|1|0|0|1|Target creature has base power and toughness 4/4 until end of turn.
17871|Squash|2021-02-05|1|0|0|0|0|"This spell costs {3} less to cast if you control a Giant.
Squash deals 6 damage to target creature or planeswalker."
17872|Squeaking Pie Grubfellows|2008-02-01|0|0|1|0|0|Kinship — At the beginning of your upkeep, you may look at the top card of your library. If it shares a creature type with Squeaking Pie Grubfellows, you may reveal it. If you do, each opponent discards a card.
17873|Squeaking Pie Sneak|2007-10-12|0|0|1|0|0|"As an additional cost to cast this spell, reveal a Goblin card from your hand or pay {3}.
Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)"
17874|Squealing Devil|2006-05-05|1|0|0|0|0|"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
When Squealing Devil enters the battlefield, you may pay {X}. If you do, target creature gets +X/+0 until end of turn.
When Squealing Devil enters the battlefield, sacrifice it unless {B} was spent to cast it."
17875|Squee's Embrace|2001-06-04|1|0|0|1|0|"Enchant creature
Enchanted creature gets +2/+2.
When enchanted creature dies, return that card to its owner's hand."
17876|Squee's Revenge|2001-06-04|1|0|0|0|1|Choose a number. Flip a coin that many times or until you lose a flip, whichever comes first. If you win all the flips, draw two cards for each flip.
17877|Squee's Toy|1997-10-14|0|0|0|0|0|{T}: Prevent the next 1 damage that would be dealt to target creature this turn.
17878|Squee, Goblin Nabob|1999-10-04|1|0|0|0|0|At the beginning of your upkeep, you may return Squee, Goblin Nabob from your graveyard to your hand.
17879|Squee, the Immortal|2018-04-27|1|0|0|0|0|You may cast Squee, the Immortal from your graveyard or from exile.
17880|Squeeze|1999-10-04|0|0|0|0|1|Sorcery spells cost {3} more to cast.
17881|Squelch|2004-10-01|0|0|0|0|1|"Counter target activated ability. (Mana abilities can't be targeted.)
Draw a card."
17882|Squelching Leeches|2014-04-26|0|0|1|0|0|Squelching Leeches's power and toughness are each equal to the number of Swamps you control.
17883|Squire|1994-08-01|0|0|0|1|0|
17884|Squire's Devotion|2018-01-19|0|0|0|1|0|"Enchant creature
Enchanted creature gets +1/+1 and has lifelink.
When Squire's Devotion enters the battlefield, create a 1/1 white Vampire creature token with lifelink."
17885|Squirming Mass|1999-06-07|0|0|1|0|0|Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
17886|Squirrel Mob|2001-10-01|0|1|0|0|0|Squirrel Mob gets +1/+1 for each other Squirrel on the battlefield.
17887|Squirrel Nest|2001-10-01|0|1|0|0|0|"Enchant land
Enchanted land has ""{T}: Create a 1/1 green Squirrel creature token."""
17888|Squirrel Sanctuary|2021-08-26|0|1|0|0|0|"When Squirrel Sanctuary enters the battlefield, create a 1/1 green Squirrel creature token.
Whenever a nontoken creature you control dies, you may pay {1}. If you do, return Squirrel Sanctuary to its owner's hand."
17889|Squirrel Sovereign|2021-08-26|0|1|0|0|0|Other Squirrels you control get +1/+1.
17890|Squirrel Wrangler|2000-06-05|0|1|0|0|0|"{1}{G}, Sacrifice a land: Create two 1/1 green Squirrel creature tokens.
{1}{G}, Sacrifice a land: Squirrel creatures get +1/+1 until end of turn."
17891|Sram's Expertise|2017-01-20|0|0|0|1|0|"Create three 1/1 colorless Servo artifact creature tokens.
You may cast a spell with mana value 3 or less from your hand without paying its mana cost."
17892|Sram, Senior Edificer|2017-01-20|0|0|0|1|0|Whenever you cast an Aura, Equipment, or Vehicle spell, draw a card.
17893|Stab Wound|2012-10-05|0|0|1|0|0|"Enchant creature
Enchanted creature gets -2/-2.
At the beginning of the upkeep of enchanted creature's controller, that player loses 2 life."
17894|Stabbing Pain|2010-07-15|0|0|1|0|0|Target creature gets -1/-1 until end of turn. Tap that creature.
17895|Stabilizer|2003-05-26|0|0|0|0|0|Players can't cycle cards.
17896|Staff of Domination|2020-11-20|0|0|0|0|0|"{1}: Untap Staff of Domination.
{2}, {T}: You gain 1 life.
{3}, {T}: Untap target creature.
{4}, {T}: Tap target creature.
{5}, {T}: Draw a card."
17897|Staff of Nin|2012-07-12|0|0|0|0|0|"At the beginning of your upkeep, draw a card.
{T}: Staff of Nin deals 1 damage to any target."
17898|Staff of Zegon|1994-03-04|0|0|0|0|0|{3}, {T}: Target creature gets -2/-0 until end of turn.
17899|Staff of the Ages|1995-06-03|0|0|0|0|0|Creatures with landwalk abilities can be blocked as though they didn't have those abilities.
17900|Staff of the Death Magus|2013-07-19|0|0|0|0|0|Whenever you cast a black spell or a Swamp enters the battlefield under your control, you gain 1 life.
17901|Staff of the Flame Magus|2013-07-19|0|0|0|0|0|Whenever you cast a red spell or a Mountain enters the battlefield under your control, you gain 1 life.
17902|Staff of the Mind Magus|2013-07-19|0|0|0|0|0|Whenever you cast a blue spell or an Island enters the battlefield under your control, you gain 1 life.
17903|Staff of the Sun Magus|2013-07-19|0|0|0|0|0|Whenever you cast a white spell or a Plains enters the battlefield under your control, you gain 1 life.
17904|Staff of the Wild Magus|2013-07-19|0|0|0|0|0|Whenever you cast a green spell or a Forest enters the battlefield under your control, you gain 1 life.
17905|Stag Beetle|2002-10-07|0|1|0|0|0|Stag Beetle enters the battlefield with X +1/+1 counters on it, where X is the number of other creatures on the battlefield.
17906|Staggering Insight|2020-01-24|0|0|0|1|1|"Enchant creature
Enchanted creature gets +1/+1 and has lifelink and ""Whenever this creature deals combat damage to a player, draw a card."""
17907|Staggershock|2010-04-23|1|0|0|0|0|"Staggershock deals 2 damage to any target.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)"
17908|Stain the Mind|2014-07-12|0|0|1|0|0|"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Choose a nonland card name. Search target player's graveyard, hand, and library for any number of cards with that name and exile them. Then that player shuffles."
